Lang,Class,Year,Task,Solution
de,56,1998,29,C
de,56,1998,30,B
de,78,2022,a1,A
de,78,2022,a2,E
de,78,2022,a3,A
de,78,2022,a4,C
de,78,2022,a5,D
de,78,2022,a6,B
de,78,2022,a7,C
de,78,2022,a8,B
de,78,2022,a9,A
de,78,2022,a10,B
de,78,2022,b1,B
de,78,2022,b2,D
de,78,2022,b3,E
de,78,2022,b4,C
de,78,2022,b5,D
de,78,2022,b6,D
de,78,2022,b7,A
de,78,2022,b8,B
de,78,2022,b9,C
de,78,2022,b10,E
de,78,2022,c1,D
de,78,2022,c2,D
de,78,2022,c3,B
de,78,2022,c4,C
de,78,2022,c5,D
de,78,2022,c6,A
de,78,2022,c7,B
de,78,2022,c8,E
de,78,2022,c9,E
de,78,2022,c10,B
de,78,2021,a1,C
de,78,2021,a2,D
de,78,2021,a3,E
de,78,2021,a4,C
de,78,2021,a5,B
de,78,2021,a6,A
de,78,2021,a7,A
de,78,2021,a8,A
de,78,2021,a9,E
de,78,2021,a10,B
de,78,2021,b1,D
de,78,2021,b2,E
de,78,2021,b3,B
de,78,2021,b4,A
de,78,2021,b5,E
de,78,2021,b6,D
de,78,2021,b7,B
de,78,2021,b8,C
de,78,2021,b9,D
de,78,2021,b10,C
de,78,2021,c1,D
de,78,2021,c2,E
de,78,2021,c3,A
de,78,2021,c4,B
de,78,2021,c5,B
de,78,2021,c6,D
de,78,2021,c7,E
de,78,2021,c8,C
de,78,2021,c9,D
de,78,2021,c10,B
de,78,2020,a1,C
de,78,2020,a2,E
de,78,2020,a3,A
de,78,2020,a4,A
de,78,2020,a5,E
de,78,2020,a6,B
de,78,2020,a7,D
de,78,2020,a8,D
de,78,2020,a9,D
de,78,2020,a10,B
de,78,2020,b1,A
de,78,2020,b2,C
de,78,2020,b3,B
de,78,2020,b4,C
de,78,2020,b5,A
de,78,2020,b6,E
de,78,2020,b7,B
de,78,2020,b8,D
de,78,2020,b9,C
de,78,2020,b10,E
de,78,2020,c1,B
de,78,2020,c2,A
de,78,2020,c3,C
de,78,2020,c4,D
de,78,2020,c5,B
de,78,2020,c6,E
de,78,2020,c7,C
de,78,2020,c8,D
de,78,2020,c9,D
de,78,2020,c10,C
de,78,2019,a1,E
de,78,2019,a2,B
de,78,2019,a3,C
de,78,2019,a4,D
de,78,2019,a5,B
de,78,2019,a6,C
de,78,2019,a7,A
de,78,2019,a8,B
de,78,2019,a9,C
de,78,2019,a10,D
de,78,2019,b1,A
de,78,2019,b2,A
de,78,2019,b3,E
de,78,2019,b4,C
de,78,2019,b5,B
de,78,2019,b6,B
de,78,2019,b7,B
de,78,2019,b8,B
de,78,2019,b9,C
de,78,2019,b10,A
de,78,2019,c1,A
de,78,2019,c2,E
de,78,2019,c3,A
de,78,2019,c4,E
de,78,2019,c5,C
de,78,2019,c6,D
de,78,2019,c7,A
de,78,2019,c8,C
de,78,2019,c9,D
de,78,2019,c10,E
de,78,2018,a1,B
de,78,2018,a2,E
de,78,2018,a3,D
de,78,2018,a4,A
de,78,2018,a5,E
de,78,2018,a6,C
de,78,2018,a7,D
de,78,2018,a8,A
de,78,2018,a9,E
de,78,2018,a10,C
de,78,2018,b1,A
de,78,2018,b2,A
de,78,2018,b3,D
de,78,2018,b4,B
de,78,2018,b5,B
de,78,2018,b6,E
de,78,2018,b7,D
de,78,2018,b8,C
de,78,2018,b9,C
de,78,2018,b10,D
de,78,2018,c1,E
de,78,2018,c2,B
de,78,2018,c3,D
de,78,2018,c4,C
de,78,2018,c5,A
de,78,2018,c6,A
de,78,2018,c7,C
de,78,2018,c8,D
de,78,2018,c9,C
de,78,2018,c10,C
de,78,2017,a1,D
de,78,2017,a2,B
de,78,2017,a3,A
de,78,2017,a4,D
de,78,2017,a5,C
de,78,2017,a6,A
de,78,2017,a7,A
de,78,2017,a8,B
de,78,2017,a9,A
de,78,2017,a10,E
de,78,2017,b1,E
de,78,2017,b2,C
de,78,2017,b3,B
de,78,2017,b4,B
de,78,2017,b5,E
de,78,2017,b6,B
de,78,2017,b7,B
de,78,2017,b8,D
de,78,2017,b9,D
de,78,2017,b10,C
de,78,2017,c1,E
de,78,2017,c2,C
de,78,2017,c3,B
de,78,2017,c4,D
de,78,2017,c5,B
de,78,2017,c6,A
de,78,2017,c7,D
de,78,2017,c8,E
de,78,2017,c9,D
de,78,2017,c10,C
de,78,2016,a1,C
de,78,2016,a2,A
de,78,2016,a3,D
de,78,2016,a4,A
de,78,2016,a5,E
de,78,2016,a6,A
de,78,2016,a7,C
de,78,2016,a8,C
de,78,2016,a9,B
de,78,2016,a10,B
de,78,2016,b1,C
de,78,2016,b2,C
de,78,2016,b3,B
de,78,2016,b4,B
de,78,2016,b5,E
de,78,2016,b6,E
de,78,2016,b7,A
de,78,2016,b8,D
de,78,2016,b9,B
de,78,2016,b10,D
de,78,2016,c1,B
de,78,2016,c2,E
de,78,2016,c3,B
de,78,2016,c4,D
de,78,2016,c5,D
de,78,2016,c6,B
de,78,2016,c7,A
de,78,2016,c8,C
de,78,2016,c9,E
de,78,2016,c10,A
de,78,2015,a1,D
de,78,2015,a2,C
de,78,2015,a3,E
de,78,2015,a4,A
de,78,2015,a5,D
de,78,2015,a6,E
de,78,2015,a7,B
de,78,2015,a8,B
de,78,2015,a9,E
de,78,2015,a10,C
de,78,2015,b1,B
de,78,2015,b2,A
de,78,2015,b3,A
de,78,2015,b4,E
de,78,2015,b5,C
de,78,2015,b6,D
de,78,2015,b7,E
de,78,2015,b8,C
de,78,2015,b9,A
de,78,2015,b10,B
de,78,2015,c1,E
de,78,2015,c2,A
de,78,2015,c3,B
de,78,2015,c4,B
de,78,2015,c5,C
de,78,2015,c6,E
de,78,2015,c7,D
de,78,2015,c8,D
de,78,2015,c9,C
de,78,2015,c10,D
de,78,2014,a1,B
de,78,2014,a2,C
de,78,2014,a3,B
de,78,2014,a4,E
de,78,2014,a5,A
de,78,2014,a6,D
de,78,2014,a7,C
de,78,2014,a8,C
de,78,2014,a9,C
de,78,2014,a10,A
de,78,2014,b1,D
de,78,2014,b2,E
de,78,2014,b3,B
de,78,2014,b4,C
de,78,2014,b5,B
de,78,2014,b6,C
de,78,2014,b7,D
de,78,2014,b8,E
de,78,2014,b9,B
de,78,2014,b10,A
de,78,2014,c1,E
de,78,2014,c2,D
de,78,2014,c3,A
de,78,2014,c4,A
de,78,2014,c5,A
de,78,2014,c6,B
de,78,2014,c7,C
de,78,2014,c8,D
de,78,2014,c9,D
de,78,2014,c10,B
de,78,2013,a1,E
de,78,2013,a2,D
de,78,2013,a3,C
de,78,2013,a4,D
de,78,2013,a5,B
de,78,2013,a6,D
de,78,2013,a7,A
de,78,2013,a8,E
de,78,2013,a9,A
de,78,2013,a10,E
de,78,2013,b1,B
de,78,2013,b2,D
de,78,2013,b3,D
de,78,2013,b4,C
de,78,2013,b5,A
de,78,2013,b6,E
de,78,2013,b7,A
de,78,2013,b8,B
de,78,2013,b9,C
de,78,2013,b10,C
de,78,2013,c1,C
de,78,2013,c2,B
de,78,2013,c3,A
de,78,2013,c4,B
de,78,2013,c5,B
de,78,2013,c6,A
de,78,2013,c7,E
de,78,2013,c8,B
de,78,2013,c9,D
de,78,2013,c10,C
de,78,2012,a1,B
de,78,2012,a2,D
de,78,2012,a3,A
de,78,2012,a4,C
de,78,2012,a5,D
de,78,2012,a6,E
de,78,2012,a7,C
de,78,2012,a8,C
de,78,2012,a9,E
de,78,2012,a10,D
de,78,2012,b1,D
de,78,2012,b2,B
de,78,2012,b3,A
de,78,2012,b4,D
de,78,2012,b5,B
de,78,2012,b6,C
de,78,2012,b7,B
de,78,2012,b8,C
de,78,2012,b9,E
de,78,2012,b10,A
de,78,2012,c1,C
de,78,2012,c2,A
de,78,2012,c3,B
de,78,2012,c4,D
de,78,2012,c5,E
de,78,2012,c6,E
de,78,2012,c7,C
de,78,2012,c8,E
de,78,2012,c9,A
de,78,2012,c10,C
de,78,2011,1,B
de,78,2011,2,D
de,78,2011,3,A
de,78,2011,4,A
de,78,2011,5,C
de,78,2011,6,C
de,78,2011,7,E
de,78,2011,8,B
de,78,2011,9,B
de,78,2011,10,B
de,78,2011,11,E
de,78,2011,12,C
de,78,2011,13,D
de,78,2011,14,D
de,78,2011,15,E
de,78,2011,16,B
de,78,2011,17,A
de,78,2011,18,D
de,78,2011,19,C
de,78,2011,20,E
de,78,2011,21,C
de,78,2011,22,E
de,78,2011,23,B
de,78,2011,24,B
de,78,2011,25,A
de,78,2011,26,D
de,78,2011,27,B
de,78,2011,28,B
de,78,2011,29,E
de,78,2011,30,B
de,78,2010,1,D
de,78,2010,2,C
de,78,2010,3,A
de,78,2010,4,C
de,78,2010,5,E
de,78,2010,6,E
de,78,2010,7,C
de,78,2010,8,B
de,78,2010,9,A
de,78,2010,10,D
de,78,2010,11,E
de,78,2010,12,A
de,78,2010,13,B
de,78,2010,14,E
de,78,2010,15,C
de,78,2010,16,E
de,78,2010,17,A
de,78,2010,18,A
de,78,2010,19,C
de,78,2010,20,B
de,78,2010,21,B
de,78,2010,22,D
de,78,2010,23,D
de,78,2010,24,B
de,78,2010,25,C
de,78,2010,26,C
de,78,2010,27,D
de,78,2010,28,D
de,78,2010,29,A
de,78,2010,30,E
de,78,2009,1,D
de,78,2009,2,C
de,78,2009,3,B
de,78,2009,4,D
de,78,2009,5,E
de,78,2009,6,D
de,78,2009,7,C
de,78,2009,8,A
de,78,2009,9,B
de,78,2009,10,E
de,78,2009,11,B
de,78,2009,12,C
de,78,2009,13,A
de,78,2009,14,A
de,78,2009,15,B
de,78,2009,16,C
de,78,2009,17,D
de,78,2009,18,D
de,78,2009,19,D
de,78,2009,20,E
de,78,2009,21,A
de,78,2009,22,C
de,78,2009,23,B
de,78,2009,24,D
de,78,2009,25,E
de,78,2009,26,B
de,78,2009,27,C
de,78,2009,28,A
de,78,2009,29,C
de,78,2009,30,B
de,78,2008,1,C
de,78,2008,2,A
de,78,2008,3,D
de,78,2008,4,E
de,78,2008,5,C
de,78,2008,6,B
de,78,2008,7,B
de,78,2008,8,D
de,78,2008,9,A
de,78,2008,10,C
de,78,2008,11,C
de,78,2008,12,C
de,78,2008,13,D
de,78,2008,14,E
de,78,2008,15,B
de,78,2008,16,D
de,78,2008,17,A
de,78,2008,18,D
de,78,2008,19,E
de,78,2008,20,D
de,78,2008,21,C
de,78,2008,22,D
de,78,2008,23,E
de,78,2008,24,A
de,78,2008,25,A
de,78,2008,26,C
de,78,2008,27,B
de,78,2008,28,B
de,78,2008,29,C
de,78,2008,30,A
de,78,2007,1,C
de,78,2007,2,D
de,78,2007,3,E
de,78,2007,4,D
de,78,2007,5,B
de,78,2007,6,D
de,78,2007,7,A
de,78,2007,8,A
de,78,2007,9,C
de,78,2007,10,C
de,78,2007,11,A
de,78,2007,12,B
de,78,2007,13,C
de,78,2007,14,D
de,78,2007,15,C
de,78,2007,16,A
de,78,2007,17,D
de,78,2007,18,B
de,78,2007,19,C
de,78,2007,20,D
de,78,2007,21,A
de,78,2007,22,A
de,78,2007,23,E
de,78,2007,24,D
de,78,2007,25,C
de,78,2007,26,B
de,78,2007,27,C
de,78,2007,28,D
de,78,2007,29,A
de,78,2007,30,E
de,78,2006,1,B
de,78,2006,2,D
de,78,2006,3,D
de,78,2006,4,A
de,78,2006,5,D
de,78,2006,6,E
de,78,2006,7,B
de,78,2006,8,A
de,78,2006,9,C
de,78,2006,10,E
de,78,2006,11,C
de,78,2006,12,E
de,78,2006,13,A
de,78,2006,14,D
de,78,2006,15,B
de,78,2006,16,B
de,78,2006,17,C
de,78,2006,18,E
de,78,2006,19,A
de,78,2006,20,E
de,78,2006,21,D
de,78,2006,22,C
de,78,2006,23,D
de,78,2006,24,A
de,78,2006,25,B
de,78,2006,26,D
de,78,2006,27,C
de,78,2006,28,A
de,78,2006,29,C
de,78,2006,30,E
de,78,2005,1,B
de,78,2005,2,C
de,78,2005,3,D
de,78,2005,4,B
de,78,2005,5,E
de,78,2005,6,D
de,78,2005,7,C
de,78,2005,8,E
de,78,2005,9,C
de,78,2005,10,A
de,78,2005,11,B
de,78,2005,12,D
de,78,2005,13,D
de,78,2005,14,C
de,78,2005,15,A
de,78,2005,16,B
de,78,2005,17,D
de,78,2005,18,E
de,78,2005,19,C
de,78,2005,20,D
de,78,2005,21,B
de,78,2005,22,C
de,78,2005,23,E
de,78,2005,24,C
de,78,2005,25,C
de,78,2005,26,A
de,78,2005,27,A
de,78,2005,28,D
de,78,2005,29,A
de,78,2005,30,B
de,78,2004,1,C
de,78,2004,2,D
de,78,2004,3,A
de,78,2004,4,B
de,78,2004,5,C
de,78,2004,6,A
de,78,2004,7,C
de,78,2004,8,E
de,78,2004,9,B
de,78,2004,10,C
de,78,2004,11,D
de,78,2004,12,C
de,78,2004,13,A
de,78,2004,14,D
de,78,2004,15,D
de,78,2004,16,A
de,78,2004,17,B
de,78,2004,18,E
de,78,2004,19,B
de,78,2004,20,C
de,78,2004,21,D
de,78,2004,22,E
de,78,2004,23,A
de,78,2004,24,B
de,78,2004,25,D
de,78,2004,26,D
de,78,2004,27,B
de,78,2004,28,E
de,78,2004,29,D
de,78,2004,30,C
de,78,2003,1,D
de,78,2003,2,A
de,78,2003,3,D
de,78,2003,4,B
de,78,2003,5,A
de,78,2003,6,C
de,78,2003,7,D
de,78,2003,8,B
de,78,2003,9,E
de,78,2003,10,E
de,78,2003,11,A
de,78,2003,12,E
de,78,2003,13,C
de,78,2003,14,A
de,78,2003,15,D
de,78,2003,16,A
de,78,2003,17,C
de,78,2003,18,B
de,78,2003,19,E
de,78,2003,20,B
de,78,2003,21,D
de,78,2003,22,D
de,78,2003,23,A
de,78,2003,24,C
de,78,2003,25,D
de,78,2003,26,D
de,78,2003,27,A
de,78,2003,28,C
de,78,2003,29,B
de,78,2003,30,C
de,78,2002,1,E
de,78,2002,2,B
de,78,2002,3,C
de,78,2002,4,C
de,78,2002,5,D
de,78,2002,6,C
de,78,2002,7,A
de,78,2002,8,D
de,78,2002,9,A
de,78,2002,10,C
de,78,2002,11,E
de,78,2002,12,E
de,78,2002,13,C
de,78,2002,14,A
de,78,2002,15,C
de,78,2002,16,D
de,78,2002,17,D
de,78,2002,18,B
de,78,2002,19,A
de,78,2002,20,A
de,78,2002,21,B
de,78,2002,22,C
de,78,2002,23,C
de,78,2002,24,B
de,78,2002,25,D
de,78,2002,26,A
de,78,2002,27,D
de,78,2002,28,C
de,78,2002,29,B
de,78,2002,30,C
de,78,2001,1,E
de,78,2001,2,E
de,78,2001,3,C
de,78,2001,4,B
de,78,2001,5,B
de,78,2001,6,D
de,78,2001,7,E
de,78,2001,8,C
de,78,2001,9,B
de,78,2001,10,A
de,78,2001,11,C
de,78,2001,12,E
de,78,2001,13,C
de,78,2001,14,D
de,78,2001,15,E
de,78,2001,16,C
de,78,2001,17,C
de,78,2001,18,E
de,78,2001,19,D
de,78,2001,20,C
de,78,2001,21,A
de,78,2001,22,B
de,78,2001,23,E
de,78,2001,24,A
de,78,2001,25,C
de,78,2001,26,C
de,78,2001,27,D
de,78,2001,28,C
de,78,2001,29,A
de,78,2001,30,D
de,78,2000,1,E
de,78,2000,2,B
de,78,2000,3,D
de,78,2000,4,A
de,78,2000,5,E
de,78,2000,6,D
de,78,2000,7,B
de,78,2000,8,A
de,78,2000,9,C
de,78,2000,10,E
de,78,2000,11,D
de,78,2000,12,A
de,78,2000,13,A
de,78,2000,14,D
de,78,2000,15,B
de,78,2000,16,C
de,78,2000,17,D
de,78,2000,18,D
de,78,2000,19,C
de,78,2000,20,E
de,78,2000,21,D
de,78,2000,22,A
de,78,2000,23,A
de,78,2000,24,D
de,78,2000,25,D
de,78,2000,26,B
de,78,2000,27,C
de,78,2000,28,C
de,78,2000,29,C
de,78,2000,30,D
de,78,1999,1,D
de,78,1999,2,D
de,78,1999,3,B
de,78,1999,4,D
de,78,1999,5,A
de,78,1999,6,B
de,78,1999,7,B
de,78,1999,8,C
de,78,1999,9,A
de,78,1999,10,A
de,78,1999,11,D
de,78,1999,12,B
de,78,1999,13,E
de,78,1999,14,B
de,78,1999,15,C
de,78,1999,16,C
de,78,1999,17,D
de,78,1999,18,B
de,78,1999,19,C
de,78,1999,20,A
de,78,1999,21,E
de,78,1999,22,B
de,78,1999,23,A
de,78,1999,24,D
de,78,1999,25,B
de,78,1999,26,A
de,78,1999,27,E
de,78,1999,28,B
de,78,1999,29,B
de,78,1999,30,D
de,78,1998,1,B
de,78,1998,2,B
de,78,1998,3,C
de,78,1998,4,A
de,78,1998,5,B
de,78,1998,6,C
de,78,1998,7,A
de,78,1998,8,E
de,78,1998,9,B
de,78,1998,10,A
de,78,1998,11,A
de,78,1998,12,B
de,78,1998,13,A
de,78,1998,14,D
de,78,1998,15,D
de,78,1998,16,C
de,78,1998,17,B
de,78,1998,18,D
de,78,1998,19,E
de,78,1998,20,C
de,78,1998,21,C
de,78,1998,22,E
de,78,1998,23,C
de,78,1998,24,A
de,78,1998,25,B
de,78,1998,26,C
de,78,1998,27,D
de,78,1998,28,E
de,78,1998,29,A
de,78,1998,30,B
de,910,2022,a1,E
de,910,2022,a2,C
de,910,2022,a3,E
de,910,2022,a4,C
de,910,2022,a5,D
de,910,2022,a6,B
de,910,2022,a7,A
de,910,2022,a8,C
de,910,2022,a9,D
de,910,2022,a10,C
de,910,2022,b1,B
de,910,2022,b2,D
de,910,2022,b3,D
de,910,2022,b4,C
de,910,2022,b5,A
de,910,2022,b6,D
de,910,2022,b7,E
de,910,2022,b8,E
de,910,2022,b9,C
de,910,2022,b10,B
de,910,2022,c1,B
de,910,2022,c2,A
de,910,2022,c3,C
de,910,2022,c4,B
de,910,2022,c5,E
de,910,2022,c6,B
de,910,2022,c7,D
de,910,2022,c8,E
de,910,2022,c9,A
de,910,2022,c10,A
de,910,2021,a1,B
de,910,2021,a2,D
de,910,2021,a3,A
de,910,2021,a4,C
de,910,2021,a5,D
de,910,2021,a6,C
de,910,2021,a7,B
de,910,2021,a8,C
de,910,2021,a9,D
de,910,2021,a10,E
de,910,2021,b1,B
de,910,2021,b2,C
de,910,2021,b3,A
de,910,2021,b4,A
de,910,2021,b5,C
de,910,2021,b6,E
de,910,2021,b7,A
de,910,2021,b8,E
de,910,2021,b9,C
de,910,2021,b10,E
de,910,2021,c1,E
de,910,2021,c2,B
de,910,2021,c3,A
de,910,2021,c4,D
de,910,2021,c5,B
de,910,2021,c6,C
de,910,2021,c7,D
de,910,2021,c8,B
de,910,2021,c9,A
de,910,2021,c10,B
de,910,2020,a1,E
de,910,2020,a2,A
de,910,2020,a3,B
de,910,2020,a4,D
de,910,2020,a5,C
de,910,2020,a6,A
de,910,2020,a7,C
de,910,2020,a8,C
de,910,2020,a9,C
de,910,2020,a10,A
de,910,2020,b1,C
de,910,2020,b2,D
de,910,2020,b3,A
de,910,2020,b4,A
de,910,2020,b5,D
de,910,2020,b6,E
de,910,2020,b7,E
de,910,2020,b8,B
de,910,2020,b9,A
de,910,2020,b10,D
de,910,2020,c1,C
de,910,2020,c2,B
de,910,2020,c3,C
de,910,2020,c4,B
de,910,2020,c5,A
de,910,2020,c6,C
de,910,2020,c7,D
de,910,2020,c8,E
de,910,2020,c9,B
de,910,2020,c10,D
de,910,2019,a1,B
de,910,2019,a2,E
de,910,2019,a3,C
de,910,2019,a4,C
de,910,2019,a5,D
de,910,2019,a6,B
de,910,2019,a7,A
de,910,2019,a8,D
de,910,2019,a9,D
de,910,2019,a10,A
de,910,2019,b1,C
de,910,2019,b2,A
de,910,2019,b3,A
de,910,2019,b4,D
de,910,2019,b5,C
de,910,2019,b6,E
de,910,2019,b7,B
de,910,2019,b8,A
de,910,2019,b9,E
de,910,2019,b10,C
de,910,2019,c1,E
de,910,2019,c2,D
de,910,2019,c3,B
de,910,2019,c4,B
de,910,2019,c5,A
de,910,2019,c6,D
de,910,2019,c7,C
de,910,2019,c8,D
de,910,2019,c9,E
de,910,2019,c10,C
de,910,2018,a1,D
de,910,2018,a2,C
de,910,2018,a3,B
de,910,2018,a4,A
de,910,2018,a5,E
de,910,2018,a6,C
de,910,2018,a7,B
de,910,2018,a8,A
de,910,2018,a9,B
de,910,2018,a10,B
de,910,2018,b1,C
de,910,2018,b2,A
de,910,2018,b3,D
de,910,2018,b4,D
de,910,2018,b5,E
de,910,2018,b6,B
de,910,2018,b7,A
de,910,2018,b8,D
de,910,2018,b9,A
de,910,2018,b10,E
de,910,2018,c1,B
de,910,2018,c2,D
de,910,2018,c3,A
de,910,2018,c4,E
de,910,2018,c5,D
de,910,2018,c6,C
de,910,2018,c7,C
de,910,2018,c8,B
de,910,2018,c9,C
de,910,2018,c10,D
de,910,2017,a1,B
de,910,2017,a2,A
de,910,2017,a3,C
de,910,2017,a4,B
de,910,2017,a5,A
de,910,2017,a6,B
de,910,2017,a7,C
de,910,2017,a8,C
de,910,2017,a9,E
de,910,2017,a10,A
de,910,2017,b1,D
de,910,2017,b2,C
de,910,2017,b3,A
de,910,2017,b4,D
de,910,2017,b5,B
de,910,2017,b6,B
de,910,2017,b7,E
de,910,2017,b8,E
de,910,2017,b9,C
de,910,2017,b10,E
de,910,2017,c1,E
de,910,2017,c2,D
de,910,2017,c3,D
de,910,2017,c4,B
de,910,2017,c5,C
de,910,2017,c6,C
de,910,2017,c7,D
de,910,2017,c8,B
de,910,2017,c9,A
de,910,2017,c10,B
de,910,2016,a1,C
de,910,2016,a2,D
de,910,2016,a3,B
de,910,2016,a4,D
de,910,2016,a5,C
de,910,2016,a6,B
de,910,2016,a7,A
de,910,2016,a8,A
de,910,2016,a9,D
de,910,2016,a10,D
de,910,2016,b1,E
de,910,2016,b2,E
de,910,2016,b3,B
de,910,2016,b4,C
de,910,2016,b5,A
de,910,2016,b6,B
de,910,2016,b7,D
de,910,2016,b8,E
de,910,2016,b9,E
de,910,2016,b10,A
de,910,2016,c1,E
de,910,2016,c2,E
de,910,2016,c3,A
de,910,2016,c4,D
de,910,2016,c5,B
de,910,2016,c6,C
de,910,2016,c7,D
de,910,2016,c8,B
de,910,2016,c9,D
de,910,2016,c10,A
de,910,2015,a1,B
de,910,2015,a2,C
de,910,2015,a3,A
de,910,2015,a4,C
de,910,2015,a5,E
de,910,2015,a6,A
de,910,2015,a7,A
de,910,2015,a8,D
de,910,2015,a9,B
de,910,2015,a10,D
de,910,2015,b1,A
de,910,2015,b2,B
de,910,2015,b3,D
de,910,2015,b4,B
de,910,2015,b5,C
de,910,2015,b6,D
de,910,2015,b7,B
de,910,2015,b8,E
de,910,2015,b9,D
de,910,2015,b10,B
de,910,2015,c1,A
de,910,2015,c2,E
de,910,2015,c3,E
de,910,2015,c4,B
de,910,2015,c5,C
de,910,2015,c6,D
de,910,2015,c7,D
de,910,2015,c8,B
de,910,2015,c9,C
de,910,2015,c10,A
de,910,2014,a1,E
de,910,2014,a2,C
de,910,2014,a3,C
de,910,2014,a4,E
de,910,2014,a5,A
de,910,2014,a6,C
de,910,2014,a7,D
de,910,2014,a8,C
de,910,2014,a9,A
de,910,2014,a10,B
de,910,2014,b1,D
de,910,2014,b2,A
de,910,2014,b3,B
de,910,2014,b4,E
de,910,2014,b5,A
de,910,2014,b6,A
de,910,2014,b7,C
de,910,2014,b8,E
de,910,2014,b9,D
de,910,2014,b10,D
de,910,2014,c1,C
de,910,2014,c2,B
de,910,2014,c3,C
de,910,2014,c4,D
de,910,2014,c5,C
de,910,2014,c6,B
de,910,2014,c7,E
de,910,2014,c8,B
de,910,2014,c9,E
de,910,2014,c10,B
de,910,2013,a1,A
de,910,2013,a2,E
de,910,2013,a3,C
de,910,2013,a4,D
de,910,2013,a5,B
de,910,2013,a6,C
de,910,2013,a7,E
de,910,2013,a8,B
de,910,2013,a9,A
de,910,2013,a10,C
de,910,2013,b1,E
de,910,2013,b2,A
de,910,2013,b3,E
de,910,2013,b4,C
de,910,2013,b5,D
de,910,2013,b6,D
de,910,2013,b7,E
de,910,2013,b8,B
de,910,2013,b9,E
de,910,2013,b10,B
de,910,2013,c1,D
de,910,2013,c2,D
de,910,2013,c3,A
de,910,2013,c4,B
de,910,2013,c5,D
de,910,2013,c6,C
de,910,2013,c7,A
de,910,2013,c8,C
de,910,2013,c9,B
de,910,2013,c10,C
de,910,2012,a1,C
de,910,2012,a2,A
de,910,2012,a3,B
de,910,2012,a4,D
de,910,2012,a5,D
de,910,2012,a6,A
de,910,2012,a7,D
de,910,2012,a8,C
de,910,2012,a9,E
de,910,2012,a10,E
de,910,2012,b1,E
de,910,2012,b2,C
de,910,2012,b3,D
de,910,2012,b4,B
de,910,2012,b5,B
de,910,2012,b6,A
de,910,2012,b7,C
de,910,2012,b8,D
de,910,2012,b9,B
de,910,2012,b10,C
de,910,2012,c1,E
de,910,2012,c2,C
de,910,2012,c3,B
de,910,2012,c4,E
de,910,2012,c5,B
de,910,2012,c6,A
de,910,2012,c7,D
de,910,2012,c8,D
de,910,2012,c9,C
de,910,2012,c10,A
de,910,2011,1,D
de,910,2011,2,A
de,910,2011,3,C
de,910,2011,4,C
de,910,2011,5,E
de,910,2011,6,D
de,910,2011,7,B
de,910,2011,8,E
de,910,2011,9,D
de,910,2011,10,C
de,910,2011,11,A
de,910,2011,12,D
de,910,2011,13,B
de,910,2011,14,A
de,910,2011,15,C
de,910,2011,16,B
de,910,2011,17,C
de,910,2011,18,B
de,910,2011,19,E
de,910,2011,20,E
de,910,2011,21,A
de,910,2011,22,D
de,910,2011,23,D
de,910,2011,24,C
de,910,2011,25,B
de,910,2011,26,C
de,910,2011,27,B
de,910,2011,28,B
de,910,2011,29,E
de,910,2011,30,C
de,910,2010,1,C
de,910,2010,2,D
de,910,2010,3,D
de,910,2010,4,B
de,910,2010,5,D
de,910,2010,6,B
de,910,2010,7,E
de,910,2010,8,A
de,910,2010,9,E
de,910,2010,10,A
de,910,2010,11,B
de,910,2010,12,C
de,910,2010,13,B
de,910,2010,14,E
de,910,2010,15,E
de,910,2010,16,E
de,910,2010,17,A
de,910,2010,18,C
de,910,2010,19,D
de,910,2010,20,C
de,910,2010,21,D
de,910,2010,22,D
de,910,2010,23,E
de,910,2010,24,C
de,910,2010,25,A
de,910,2010,26,B
de,910,2010,27,B
de,910,2010,28,C
de,910,2010,29,E
de,910,2010,30,C
de,910,2009,1,A
de,910,2009,2,C
de,910,2009,3,D
de,910,2009,4,C
de,910,2009,5,D
de,910,2009,6,D
de,910,2009,7,E
de,910,2009,8,C
de,910,2009,9,B
de,910,2009,10,B
de,910,2009,11,E
de,910,2009,12,A
de,910,2009,13,A
de,910,2009,14,C
de,910,2009,15,C
de,910,2009,16,C
de,910,2009,17,E
de,910,2009,18,D
de,910,2009,19,C
de,910,2009,20,A
de,910,2009,21,C
de,910,2009,22,B
de,910,2009,23,E
de,910,2009,24,C
de,910,2009,25,B
de,910,2009,26,C
de,910,2009,27,A
de,910,2009,28,B
de,910,2009,29,E
de,910,2009,30,D
de,910,2008,1,C
de,910,2008,2,D
de,910,2008,3,C
de,910,2008,4,A
de,910,2008,5,B
de,910,2008,6,E
de,910,2008,7,C
de,910,2008,8,A
de,910,2008,9,A
de,910,2008,10,D
de,910,2008,11,D
de,910,2008,12,C
de,910,2008,13,E
de,910,2008,14,D
de,910,2008,15,A
de,910,2008,16,D
de,910,2008,17,D
de,910,2008,18,D
de,910,2008,19,B
de,910,2008,20,B
de,910,2008,21,D
de,910,2008,22,E
de,910,2008,23,B
de,910,2008,24,C
de,910,2008,25,A
de,910,2008,26,D
de,910,2008,27,B
de,910,2008,28,A
de,910,2008,29,C
de,910,2008,30,D
de,910,2007,1,D
de,910,2007,2,A
de,910,2007,3,B
de,910,2007,4,D
de,910,2007,5,A
de,910,2007,6,B
de,910,2007,7,E
de,910,2007,8,D
de,910,2007,9,C
